Participant	Time_min	Age	Sex	Degree	Program	L1	AWEQ_GEN	AWEQ_COU	AWEQ_PUB	ResearchPurpose	Frame	Variant	Response	past_participle	Misspell_wrong_incomplete
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Is.that6	Adj-that	beautiful	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Is.that7	Adj-that	disheartening	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Is.that8	Adj-that	disappointing	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Is.that9	Adj-that	unsurprising	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Is.that10	Adj-that	surprising	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Is.that11	Adj-that	uninteresting	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Seem.to1	Adj-to	obvious	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Seem.to2	Adj-to	spurious	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Seem.to3	Adj-to	specious	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Seem.to4	Adj-to	petty	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Seem.to5	Adj-to	overall	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Seem.to6	Adj-to	undeniable	0	0
18	11.217	25	Male	Doctoral	Anthropology	English	2.33	2.5	3.67	No	Seem.to7	Adj-to	underwhelmingly	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.that1	Adj-that	imperative	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.that2	Adj-that	significant	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.that3	Adj-that	important	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.that4	Adj-that	necessary	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.that5	Adj-that	required	1	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.that6	Adj-that	well-understood	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.that7	Adj-that	shown	1	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.that8	Adj-that	proven	1	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.that9	Adj-that	demonstrated	1	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to1	Adj-to	difficult	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to2	Adj-to	easy	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to3	Adj-to	irresponsible	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to4	Adj-to	naive	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to5	Adj-to	early	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to6	Adj-to	insufficient	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to7	Adj-to	necessary	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to8	Adj-to	sufficient	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to9	Adj-to	logical	0	0
19	11.017	33	Female	MS	Second Language Acquisition	English	3.5	4.75	4.5	No	Is.to10	Adj-to	illogical	0	0
20	12.917	30	Female	Doctoral	Second Language Acquisition	English	2.33	3.33	3	Yes	Seem.that1	Adj-that	obvious	0	0
20	12.917	30	Female	Doctoral	Second Language Acquisition	English	2.33	3.33	3	Yes	Seem.that2	Adj-that	plain	0	0
20	12.917	30	Female	Doctoral	Second Language Acquisition	English	2.33	3.33	3	Yes	Seem.that3	Adj-that	evident	0	0
20	12.917	30	Female	Doctoral	Second Language Acquisition	English	2.33	3.33	3	Yes	Seem.to1	Adj-to	responsible	0	0
20	12.917	30	Female	Doctoral	Second Language Acquisition	English	2.33	3.33	3	Yes	Seem.to2	Adj-to	sensible	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.that1	Adj-that	important	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.that2	Adj-that	odd	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.that3	Adj-that	strange	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.that4	Adj-that	appropriate	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.that5	Adj-that	inappropriate	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.that6	Adj-that	fitting	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.that7	Adj-that	exciting	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.that8	Adj-that	unimpressive	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.to1	Adj-to	unimportant	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.to2	Adj-to	important	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.to3	Adj-to	silly	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.to4	Adj-to	right	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.to5	Adj-to	wrong	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.to6	Adj-to	essential	0	0
21	11.467	32	Male	Doctoral	Second Language Acquisition	English	4	3.6	4	No	Seem.to7	Adj-to	careless	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Is.that1	Adj-that	clear	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Is.that2	Adj-that	sure	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Is.that3	Adj-that	supposed	1	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Is.that4	Adj-that	estimated	1	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Is.that5	Adj-that	proven	1	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Is.that6	Adj-that	guessed	1	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Is.that7	Adj-that	claimed	1	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Is.that8	Adj-that	reported	1	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Is.that9	Adj-that	said	1	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Seem.to1	Adj-to	obvious	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Seem.to2	Adj-to	clear	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Seem.to3	Adj-to	repetitive	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Seem.to4	Adj-to	silly	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Seem.to5	Adj-to	annoying	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Seem.to6	Adj-to	clever	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Seem.to7	Adj-to	thoughtful	0	0
22	217.4	32	Male	MS	Persian	English	3	3	3	No	Seem.to8	Adj-to	optimistic	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that1	Adj-that	known	1	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that2	Adj-that	arguable	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that3	Adj-that	incontrovertible	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that4	Adj-that	uncontestable	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that5	Adj-that	clear	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that6	Adj-that	obvious	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that7	Adj-that	demonstrable	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that8	Adj-that	implied	1	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that9	Adj-that	implicit	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that10	Adj-that	explicit	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that11	Adj-that	presupposed	1	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.that12	Adj-that	supposed	1	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.to1	Adj-to	sufficient	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.to2	Adj-to	acceptable	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.to3	Adj-to	inconsequential	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.to4	Adj-to	unethical	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.to5	Adj-to	ethical	0	0
23	17.9	42	Male	Doctoral	Linguistics	English	2.8	2.83	2.17	Yes	Is.to6	Adj-to	useful	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Seem.that1	Adj-that	understood	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Seem.that2	Adj-that	important	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Seem.that3	Adj-that	necessary	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Seem.that4	Adj-that	critical	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Is.to1	Adj-to	important	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Is.to2	Adj-to	critical	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Is.to3	Adj-to	necessary	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Is.to4	Adj-to	vital	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Is.to5	Adj-to	imperative	0	0
24	24.533	25	Female	Doctoral	Nursing	English	2.83	3.67	4.5	Yes	Is.to6	Adj-to	essential	0	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that1	Adj-that	recommended	1	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that2	Adj-that	thought	1	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that3	Adj-that	understood	1	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that4	Adj-that	important	0	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that5	Adj-that	unlikely	0	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that6	Adj-that	likely	0	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that7	Adj-that	unusual 	0	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that8	Adj-that	proposed	1	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that9	Adj-that	argued	1	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Is.that10	Adj-that	understandable	0	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Seem.to1	Adj-to	likely	0	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Seem.to2	Adj-to	relevant	0	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Seem.to3	Adj-to	important	0	0
25	11.95	28	Male	Doctoral	Spanish linguistics	English	3	3.83	3.67	No	Seem.to4	Adj-to	reasonable	0	0
26	23.817	28	Female	Doctoral	Spanish Linguistics	English	4	4.33	4.33	No	Seem.that1	Adj-that	arguable	0	0
26	23.817	28	Female	Doctoral	Spanish Linguistics	English	4	4.33	4.33	No	Seem.that2	Adj-that	clear	0	0
26	23.817	28	Female	Doctoral	Spanish Linguistics	English	4	4.33	4.33	No	Seem.that3	Adj-that	ideal	0	0
26	23.817	28	Female	Doctoral	Spanish Linguistics	English	4	4.33	4.33	No	Seem.that4	Adj-that	questionable	0	0
26	23.817	28	Female	Doctoral	Spanish Linguistics	English	4	4.33	4.33	No	Is.to1	Adj-to	good	0	0
26	23.817	28	Female	Doctoral	Spanish Linguistics	English	4	4.33	4.33	No	Is.to2	Adj-to	ideal	0	0
26	23.817	28	Female	Doctoral	Spanish Linguistics	English	4	4.33	4.33	No	Is.to3	Adj-to	easy	0	0
26	23.817	28	Female	Doctoral	Spanish Linguistics	English	4	4.33	4.33	No	Is.to4	Adj-to	difficult	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Is.that1	Adj-that	clear	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Is.that2	Adj-that	evident	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Is.that3	Adj-that	obvious	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Is.that4	Adj-that	essential	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Is.that5	Adj-that	necessary	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Is.that6	Adj-that	important	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Is.that7	Adj-that	vital	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Is.that8	Adj-that	required	1	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Seem.to1	Adj-to	essential	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Seem.to2	Adj-to	important	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Seem.to3	Adj-to	obvious	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Seem.to4	Adj-to	clear	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Seem.to5	Adj-to	necessary	0	0
27	11.6	28	Female	Doctoral	Spanish linguistics	English	3.75	2.67	3.6	No	Seem.to6	Adj-to	ridiculous	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Seem.that1	Adj-that	evident	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Seem.that2	Adj-that	obvious	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Seem.that3	Adj-that	surprising	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Seem.that4	Adj-that	outstanding	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Seem.that5	Adj-that	outrageous	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Seem.that6	Adj-that	noteworthy	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Seem.that7	Adj-that	trivial	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Is.to1	Adj-to	futile	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Is.to2	Adj-to	necessary	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Is.to3	Adj-to	important	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Is.to4	Adj-to	obvious	0	0
28	25.183	36	Male	Doctoral	Spanish Linguistics	English	3.33	4.67	5	No	Is.to5	Adj-to	helpful	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Is.that1	Adj-that	imperative	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Is.that2	Adj-that	important	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Is.that3	Adj-that	crucial	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Is.that4	Adj-that	fundamental	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Is.that5	Adj-that	necessary	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Is.that6	Adj-that	fascinating	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Is.that7	Adj-that	interesting	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Seem.to1	Adj-to	necessary	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Seem.to2	Adj-to	difficult	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Seem.to3	Adj-to	easy	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Seem.to4	Adj-to	crucial	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Seem.to5	Adj-to	fundamental	0	0
29	11.65	25	Male	Doctoral	Spanish and Portuguese	English	3.25	4.17	4.33	No	Seem.to6	Adj-to	imperative	0	0
30	12.233	26	Female	Doctoral	Spanish Linguistics	English	2.33	2.5	2.83	No	Seem.that1	Adj-that	likely	0	0
30	12.233	26	Female	Doctoral	Spanish Linguistics	English	2.33	2.5	2.83	No	Seem.that2	Adj-that	unlikely	0	0
30	12.233	26	Female	Doctoral	Spanish Linguistics	English	2.33	2.5	2.83	No	Seem.that3	Adj-that	strange	0	0
30	12.233	26	Female	Doctoral	Spanish Linguistics	English	2.33	2.5	2.83	No	Seem.that4	Adj-that	certain	0	0
30	12.233	26	Female	Doctoral	Spanish Linguistics	English	2.33	2.5	2.83	No	Seem.to1	Adj-to	false	0	0
30	12.233	26	Female	Doctoral	Spanish Linguistics	English	2.33	2.5	2.83	No	Seem.to2	Adj-to	precipitated	1	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.that1	Adj-that	understood	1	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.that2	Adj-that	logical	0	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.that3	Adj-that	illogical	0	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.that4	Adj-that	noted	1	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.that5	Adj-that	proposed	1	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.that6	Adj-that	measured	1	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.to1	Adj-to	logical	0	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.to2	Adj-to	important	0	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.to3	Adj-to	necessary	0	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.to4	Adj-to	wrong	0	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.to5	Adj-to	right	0	0
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.to6	Adj-to	forward	0	1
31	16.567	29	Female	Doctoral	International Development	English	2.17	2.33	3	Yes	Is.to7	Adj-to	rash	0	0
32	10.717	25	Male	Doctoral	Computer Science	English	3.67	4	4	No	Is.that1	Adj-that	imperative	0	0
32	10.717	25	Male	Doctoral	Computer Science	English	3.67	4	4	No	Is.that2	Adj-that	notable	0	0
32	10.717	25	Male	Doctoral	Computer Science	English	3.67	4	4	No	Is.that3	Adj-that	interesting	0	0
32	10.717	25	Male	Doctoral	Computer Science	English	3.67	4	4	No	Is.that4	Adj-that	dubious	0	0
32	10.717	25	Male	Doctoral	Computer Science	English	3.67	4	4	No	Is.to1	Adj-to	important	0	0
32	10.717	25	Male	Doctoral	Computer Science	English	3.67	4	4	No	Is.to2	Adj-to	natural	0	0
32	10.717	25	Male	Doctoral	Computer Science	English	3.67	4	4	No	Is.to3	Adj-to	incorrect	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that1	Adj-that	likely	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that2	Adj-that	certain	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that3	Adj-that	probable	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that4	Adj-that	nice	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that5	Adj-that	good	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that6	Adj-that	bad	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that7	Adj-that	fortunate	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that8	Adj-that	good	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that9	Adj-that	unfair	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that10	Adj-that	wise	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that11	Adj-that	important	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that12	Adj-that	necessary	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Is.that13	Adj-that	sufficient	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Seem.to1	Adj-to	easy	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Seem.to2	Adj-to	hard	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Seem.to3	Adj-to	managable	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Seem.to4	Adj-to	normal	0	0
33	15.8	25	Female	Doctoral	Computer Science	English	1.67	1.83	2	No	Seem.to5	Adj-to	likely	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.that1	Adj-that	understood	1	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.that2	Adj-that	stated	1	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.that3	Adj-that	argued	1	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.that4	Adj-that	presented	1	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.that5	Adj-that	referenced	1	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.that6	Adj-that	cited	1	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.that7	Adj-that	claimed	1	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.that8	Adj-that	asserted	1	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.that9	Adj-that	clear	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to1	Adj-to	relevant	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to2	Adj-to	irrelevant	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to3	Adj-to	necessary	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to4	Adj-to	detrimental	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to5	Adj-to	aggressive	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to6	Adj-to	controversial	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to7	Adj-to	important	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to8	Adj-to	key	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to9	Adj-to	unnecessary	0	0
34	38.5	27	Female	MS	Education policy	English	4	3	5	No	Is.to10	Adj-to	necessary	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.that1	Adj-that	important 	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.that2	Adj-that	reasonable	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.that3	Adj-that	essential 	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.that4	Adj-that	assumed	1	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.that5	Adj-that	argued	1	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.that6	Adj-that	believed	1	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.that7	Adj-that	likely 	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.that8	Adj-that	probable	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.that9	Adj-that	necessary	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.to1	Adj-to	important	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.to2	Adj-to	reasonable	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.to3	Adj-to	pertinent	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.to4	Adj-to	essential	0	0
35	12.35	23	Male	MS	Linguistics	English	5	5	5	Yes	Is.to5	Adj-to	necessary	0	0
36	10.483	25	Male	MS	Psychology	English	3.5	3.17	3.4	No	Seem.that1	Adj-that	clear	0	0
36	10.483	25	Male	MS	Psychology	English	3.5	3.17	3.4	No	Seem.that2	Adj-that	evident	0	0
36	10.483	25	Male	MS	Psychology	English	3.5	3.17	3.4	No	Seem.that3	Adj-that	reasonable	0	0
36	10.483	25	Male	MS	Psychology	English	3.5	3.17	3.4	No	Seem.that4	Adj-that	doubtful	0	0
36	10.483	25	Male	MS	Psychology	English	3.5	3.17	3.4	No	Seem.that5	Adj-that	regrettable	0	0
